Recipe ID,Recipe Name,shared_molecule_Compound_ID,Compound_CAS_Number
R0000069,Eggs Benedict,786,616-25-1
R0000069,Eggs Benedict,1401,928-95-0
R0000069,Eggs Benedict,761,928-96-1
R0000069,Eggs Benedict,90,89-78-1
R0000069,Eggs Benedict,798,111-27-3
R0000069,Eggs Benedict,703,98-01-1
R0000070,Simple soda bread,786,616-25-1
R0000070,Simple soda bread,556,123-32-0
R0000070,Simple soda bread,90,89-78-1
R0000071,Chicken in a pot,384,116-53-0
R0000071,Chicken in a pot,34,1192-62-7
R0000071,Chicken in a pot,645,505-57-7
R0000071,Chicken in a pot,586,78-70-6
R0000071,Chicken in a pot,235,66-25-1
R0000071,Chicken in a pot,556,123-32-0
R0000071,Chicken in a pot,338,98-00-0
R0000071,Chicken in a pot,786,616-25-1
R0000071,Chicken in a pot,761,928-96-1
R0000071,Chicken in a pot,798,111-27-3
R0000071,Chicken in a pot,703,98-01-1
R0000072,Vanilla Pudding,384,116-53-0
R0000072,Vanilla Pudding,645,505-57-7
R0000072,Vanilla Pudding,586,78-70-6
R0000072,Vanilla Pudding,235,66-25-1
R0000072,Vanilla Pudding,556,123-32-0
R0000072,Vanilla Pudding,338,98-00-0
R0000072,Vanilla Pudding,786,616-25-1
R0000072,Vanilla Pudding,761,928-96-1
R0000072,Vanilla Pudding,90,89-78-1
R0000072,Vanilla Pudding,798,111-27-3
R0000072,Vanilla Pudding,703,98-01-1
R0000073,Tarragon Chicken Salad Tea Sandwiches,384,116-53-0
R0000073,Tarragon Chicken Salad Tea Sandwiches,645,505-57-7
R0000073,Tarragon Chicken Salad Tea Sandwiches,586,78-70-6
R0000073,Tarragon Chicken Salad Tea Sandwiches,556,123-32-0
R0000073,Tarragon Chicken Salad Tea Sandwiches,338,98-00-0
R0000073,Tarragon Chicken Salad Tea Sandwiches,786,616-25-1
R0000073,Tarragon Chicken Salad Tea Sandwiches,761,928-96-1
R0000073,Tarragon Chicken Salad Tea Sandwiches,90,89-78-1
R0000073,Tarragon Chicken Salad Tea Sandwiches,798,111-27-3
R0000073,Tarragon Chicken Salad Tea Sandwiches,703,98-01-1
R0000074,Prosecco jelly,384,116-53-0
R0000074,Prosecco jelly,645,505-57-7
R0000074,Prosecco jelly,586,78-70-6
R0000074,Prosecco jelly,235,66-25-1
R0000074,Prosecco jelly,556,123-32-0
R0000074,Prosecco jelly,338,98-00-0
R0000074,Prosecco jelly,786,616-25-1
R0000074,Prosecco jelly,761,928-96-1
R0000074,Prosecco jelly,90,89-78-1
R0000074,Prosecco jelly,798,111-27-3
R0000074,Prosecco jelly,703,98-01-1
R0000075,Whitebait & dill mayo,645,505-57-7
R0000075,Whitebait & dill mayo,586,78-70-6
R0000075,Whitebait & dill mayo,235,66-25-1
R0000075,Whitebait & dill mayo,556,123-32-0
R0000075,Whitebait & dill mayo,786,616-25-1
R0000075,Whitebait & dill mayo,761,928-96-1
R0000075,Whitebait & dill mayo,90,89-78-1
R0000075,Whitebait & dill mayo,798,111-27-3
R0000075,Whitebait & dill mayo,703,98-01-1
R0000076,"Sliced fennel, orange & almond salad",384,116-53-0
R0000076,"Sliced fennel, orange & almond salad",645,505-57-7
R0000076,"Sliced fennel, orange & almond salad",586,78-70-6
R0000076,"Sliced fennel, orange & almond salad",235,66-25-1
R0000076,"Sliced fennel, orange & almond salad",786,616-25-1
R0000076,"Sliced fennel, orange & almond salad",630,71-41-0
R0000076,"Sliced fennel, orange & almond salad",761,928-96-1
R0000076,"Sliced fennel, orange & almond salad",90,89-78-1
R0000076,"Sliced fennel, orange & almond salad",798,111-27-3
R0000076,"Sliced fennel, orange & almond salad",703,98-01-1
R0000077,Watermelon & feta salad,384,116-53-0
R0000077,Watermelon & feta salad,645,505-57-7
R0000077,Watermelon & feta salad,235,66-25-1
R0000077,Watermelon & feta salad,556,123-32-0
R0000077,Watermelon & feta salad,338,98-00-0
R0000077,Watermelon & feta salad,786,616-25-1
R0000077,Watermelon & feta salad,761,928-96-1
R0000077,Watermelon & feta salad,90,89-78-1
R0000077,Watermelon & feta salad,798,111-27-3
R0000077,Watermelon & feta salad,703,98-01-1
R0000078,Mini vegan doughnuts,384,116-53-0
R0000078,Mini vegan doughnuts,645,505-57-7
R0000078,Mini vegan doughnuts,586,78-70-6
R0000078,Mini vegan doughnuts,235,66-25-1
R0000078,Mini vegan doughnuts,556,123-32-0
R0000078,Mini vegan doughnuts,338,98-00-0
R0000078,Mini vegan doughnuts,786,616-25-1
R0000078,Mini vegan doughnuts,630,71-41-0
R0000078,Mini vegan doughnuts,761,928-96-1
R0000078,Mini vegan doughnuts,798,111-27-3
R0000078,Mini vegan doughnuts,703,98-01-1
R0000079,citrus shortbread,645,505-57-7
R0000079,citrus shortbread,586,78-70-6
R0000079,citrus shortbread,235,66-25-1
R0000079,citrus shortbread,556,123-32-0
R0000079,citrus shortbread,786,616-25-1
R0000079,citrus shortbread,630,71-41-0
R0000079,citrus shortbread,761,928-96-1
R0000079,citrus shortbread,798,111-27-3
R0000079,citrus shortbread,703,98-01-1
R0000080,Potato Candy,384,116-53-0
R0000080,Potato Candy,645,505-57-7
R0000080,Potato Candy,586,78-70-6
R0000080,Potato Candy,556,123-32-0
R0000080,Potato Candy,338,98-00-0
R0000080,Potato Candy,761,928-96-1
R0000080,Potato Candy,798,111-27-3
R0000080,Potato Candy,703,98-01-1
R0000081,PassionFruit Melting Moments,761,928-96-1
R0000081,PassionFruit Melting Moments,556,123-32-0
R0000081,PassionFruit Melting Moments,645,505-57-7
R0000081,PassionFruit Melting Moments,798,111-27-3
R0000082,Winter pea & bean braise,384,116-53-0
R0000082,Winter pea & bean braise,645,505-57-7
R0000082,Winter pea & bean braise,586,78-70-6
R0000082,Winter pea & bean braise,235,66-25-1
R0000082,Winter pea & bean braise,556,123-32-0
R0000082,Winter pea & bean braise,338,98-00-0
R0000082,Winter pea & bean braise,786,616-25-1
R0000082,Winter pea & bean braise,761,928-96-1
R0000082,Winter pea & bean braise,90,89-78-1
R0000082,Winter pea & bean braise,798,111-27-3
R0000083,Chicken wellingtons with creamy pea sauce,645,505-57-7
R0000083,Chicken wellingtons with creamy pea sauce,235,66-25-1
R0000083,Chicken wellingtons with creamy pea sauce,556,123-32-0
R0000083,Chicken wellingtons with creamy pea sauce,338,98-00-0
R0000083,Chicken wellingtons with creamy pea sauce,786,616-25-1
R0000083,Chicken wellingtons with creamy pea sauce,761,928-96-1
R0000083,Chicken wellingtons with creamy pea sauce,90,89-78-1
R0000083,Chicken wellingtons with creamy pea sauce,798,111-27-3
R0000083,Chicken wellingtons with creamy pea sauce,703,98-01-1
R0000084,Spiced raisin rice pudding,384,116-53-0
R0000084,Spiced raisin rice pudding,645,505-57-7
R0000084,Spiced raisin rice pudding,586,78-70-6
R0000084,Spiced raisin rice pudding,235,66-25-1
R0000084,Spiced raisin rice pudding,556,123-32-0
R0000084,Spiced raisin rice pudding,338,98-00-0
R0000084,Spiced raisin rice pudding,786,616-25-1
R0000084,Spiced raisin rice pudding,761,928-96-1
R0000084,Spiced raisin rice pudding,90,89-78-1
R0000084,Spiced raisin rice pudding,798,111-27-3
R0000084,Spiced raisin rice pudding,703,98-01-1
R0000085,Pumpkin and prosciutto lasagne,645,505-57-7
R0000085,Pumpkin and prosciutto lasagne,235,66-25-1
R0000085,Pumpkin and prosciutto lasagne,1070,100-52-7
R0000085,Pumpkin and prosciutto lasagne,786,616-25-1
R0000085,Pumpkin and prosciutto lasagne,1401,928-95-0
R0000085,Pumpkin and prosciutto lasagne,761,928-96-1
R0000085,Pumpkin and prosciutto lasagne,90,89-78-1
R0000085,Pumpkin and prosciutto lasagne,798,111-27-3
R0000086,Potato Crisps,384,116-53-0
R0000086,Potato Crisps,586,78-70-6
R0000086,Potato Crisps,556,123-32-0
R0000086,Potato Crisps,786,616-25-1
R0000086,Potato Crisps,798,111-27-3
R0000086,Potato Crisps,703,98-01-1
R0000087,Bacon and cheese nachos,384,116-53-0
R0000087,Bacon and cheese nachos,34,1192-62-7
R0000087,Bacon and cheese nachos,645,505-57-7
R0000087,Bacon and cheese nachos,586,78-70-6
R0000087,Bacon and cheese nachos,235,66-25-1
R0000087,Bacon and cheese nachos,556,123-32-0
R0000087,Bacon and cheese nachos,338,98-00-0
R0000087,Bacon and cheese nachos,786,616-25-1
R0000087,Bacon and cheese nachos,761,928-96-1
R0000087,Bacon and cheese nachos,90,89-78-1
R0000087,Bacon and cheese nachos,798,111-27-3
R0000087,Bacon and cheese nachos,703,98-01-1
R0000088,Colcannon,384,116-53-0
R0000088,Colcannon,645,505-57-7
R0000088,Colcannon,586,78-70-6
R0000088,Colcannon,235,66-25-1
R0000088,Colcannon,556,123-32-0
R0000088,Colcannon,338,98-00-0
R0000088,Colcannon,786,616-25-1
R0000088,Colcannon,761,928-96-1
R0000088,Colcannon,90,89-78-1
R0000088,Colcannon,798,111-27-3
R0000088,Colcannon,703,98-01-1
R0000089,whole roasted pheasant,384,116-53-0
R0000089,whole roasted pheasant,645,505-57-7
R0000089,whole roasted pheasant,235,66-25-1
R0000089,whole roasted pheasant,556,123-32-0
R0000089,whole roasted pheasant,338,98-00-0
R0000089,whole roasted pheasant,761,928-96-1
R0000089,whole roasted pheasant,798,111-27-3
R0000089,whole roasted pheasant,703,98-01-1
R0000090,Beef & barley bun with horseradish,384,116-53-0
R0000090,Beef & barley bun with horseradish,645,505-57-7
R0000090,Beef & barley bun with horseradish,235,66-25-1
R0000090,Beef & barley bun with horseradish,556,123-32-0
R0000090,Beef & barley bun with horseradish,338,98-00-0
R0000090,Beef & barley bun with horseradish,786,616-25-1
R0000090,Beef & barley bun with horseradish,761,928-96-1
R0000090,Beef & barley bun with horseradish,798,111-27-3
R0000090,Beef & barley bun with horseradish,703,98-01-1
R0000091,Cock a Leekie Soup,384,116-53-0
R0000091,Cock a Leekie Soup,645,505-57-7
R0000091,Cock a Leekie Soup,235,66-25-1
R0000091,Cock a Leekie Soup,556,123-32-0
R0000091,Cock a Leekie Soup,338,98-00-0
R0000091,Cock a Leekie Soup,798,111-27-3
R0000091,Cock a Leekie Soup,703,98-01-1
R0000092,British roots,384,116-53-0
R0000092,British roots,645,505-57-7
R0000092,British roots,586,78-70-6
R0000092,British roots,235,66-25-1
R0000092,British roots,556,123-32-0
R0000092,British roots,786,616-25-1
R0000092,British roots,630,71-41-0
R0000092,British roots,761,928-96-1
R0000092,British roots,798,111-27-3
R0000092,British roots,703,98-01-1
R0000093,Posh beans toast,384,116-53-0
R0000093,Posh beans toast,34,1192-62-7
R0000093,Posh beans toast,645,505-57-7
R0000093,Posh beans toast,586,78-70-6
R0000093,Posh beans toast,235,66-25-1
R0000093,Posh beans toast,556,123-32-0
R0000093,Posh beans toast,338,98-00-0
R0000093,Posh beans toast,786,616-25-1
R0000093,Posh beans toast,761,928-96-1
R0000093,Posh beans toast,798,111-27-3
R0000093,Posh beans toast,703,98-01-1
R0000094,"Sweet potato hash brown with tomato, bacon and egg",384,116-53-0
R0000094,"Sweet potato hash brown with tomato, bacon and egg",34,1192-62-7
R0000094,"Sweet potato hash brown with tomato, bacon and egg",645,505-57-7
R0000094,"Sweet potato hash brown with tomato, bacon and egg",586,78-70-6
R0000094,"Sweet potato hash brown with tomato, bacon and egg",235,66-25-1
R0000094,"Sweet potato hash brown with tomato, bacon and egg",556,123-32-0
R0000094,"Sweet potato hash brown with tomato, bacon and egg",786,616-25-1
R0000094,"Sweet potato hash brown with tomato, bacon and egg",630,71-41-0
R0000094,"Sweet potato hash brown with tomato, bacon and egg",761,928-96-1
R0000094,"Sweet potato hash brown with tomato, bacon and egg",90,89-78-1
R0000094,"Sweet potato hash brown with tomato, bacon and egg",798,111-27-3
R0000094,"Sweet potato hash brown with tomato, bacon and egg",703,98-01-1
R0000095,Leek & potato soup with blue cheese toast,384,116-53-0
R0000095,Leek & potato soup with blue cheese toast,645,505-57-7
R0000095,Leek & potato soup with blue cheese toast,586,78-70-6
R0000095,Leek & potato soup with blue cheese toast,235,66-25-1
R0000095,Leek & potato soup with blue cheese toast,556,123-32-0
R0000095,Leek & potato soup with blue cheese toast,338,98-00-0
R0000095,Leek & potato soup with blue cheese toast,786,616-25-1
R0000095,Leek & potato soup with blue cheese toast,761,928-96-1
R0000095,Leek & potato soup with blue cheese toast,798,111-27-3
R0000095,Leek & potato soup with blue cheese toast,703,98-01-1
R0000096,Corned beef with parsley sauce,645,505-57-7
R0000096,Corned beef with parsley sauce,235,66-25-1
R0000096,Corned beef with parsley sauce,556,123-32-0
R0000096,Corned beef with parsley sauce,338,98-00-0
R0000096,Corned beef with parsley sauce,786,616-25-1
R0000096,Corned beef with parsley sauce,761,928-96-1
R0000096,Corned beef with parsley sauce,798,111-27-3
R0000096,Corned beef with parsley sauce,703,98-01-1
R0000097,Apple and butterscotch sponge pudding,384,116-53-0
R0000097,Apple and butterscotch sponge pudding,645,505-57-7
R0000097,Apple and butterscotch sponge pudding,586,78-70-6
R0000097,Apple and butterscotch sponge pudding,235,66-25-1
R0000097,Apple and butterscotch sponge pudding,556,123-32-0
R0000097,Apple and butterscotch sponge pudding,338,98-00-0
R0000097,Apple and butterscotch sponge pudding,786,616-25-1
R0000097,Apple and butterscotch sponge pudding,630,71-41-0
R0000097,Apple and butterscotch sponge pudding,761,928-96-1
R0000097,Apple and butterscotch sponge pudding,90,89-78-1
R0000097,Apple and butterscotch sponge pudding,798,111-27-3
R0000097,Apple and butterscotch sponge pudding,703,98-01-1
R0000098,Creamed spinach,645,505-57-7
R0000098,Creamed spinach,235,66-25-1
R0000098,Creamed spinach,556,123-32-0
R0000098,Creamed spinach,1070,100-52-7
R0000098,Creamed spinach,786,616-25-1
R0000098,Creamed spinach,1401,928-95-0
R0000098,Creamed spinach,761,928-96-1
R0000098,Creamed spinach,798,111-27-3
R0000099,Baked rice pudding,384,116-53-0
R0000099,Baked rice pudding,645,505-57-7
R0000099,Baked rice pudding,586,78-70-6
R0000099,Baked rice pudding,556,123-32-0
R0000099,Baked rice pudding,338,98-00-0
R0000099,Baked rice pudding,786,616-25-1
R0000099,Baked rice pudding,90,89-78-1
R0000099,Baked rice pudding,798,111-27-3
R0000099,Baked rice pudding,703,98-01-1
R00000100,Traditional shortbread,384,116-53-0
R00000100,Traditional shortbread,645,505-57-7
R00000100,Traditional shortbread,556,123-32-0
R00000100,Traditional shortbread,761,928-96-1
R00000100,Traditional shortbread,90,89-78-1
R00000100,Traditional shortbread,798,111-27-3
