Recipe ID,Recipe Name,shared_molecule_Compound_ID,Compound_CAS_Number
R0000012,Pork & apple sauce,249,110-86-1
R0000012,Pork & apple sauce,764,96-17-3
R0000012,Pork & apple sauce,811,544-63-8
R0000012,Pork & apple sauce,772,590-86-3
R0000012,Pork & apple sauce,269,3681-71-8
R0000012,Pork & apple sauce,1069,515-00-4
R0000012,Pork & apple sauce,784,105-87-3
R0000012,Pork & apple sauce,273,80-26-2
R0000012,Pork & apple sauce,786,616-25-1
R0000012,Pork & apple sauce,275,143-07-7
R0000012,Pork & apple sauce,793,99-83-2
R0000012,Pork & apple sauce,282,121-33-5
R0000012,Pork & apple sauce,947,556-82-1
R0000012,Pork & apple sauce,798,111-27-3
R0000012,Pork & apple sauce,288,71-36-3
R0000012,Pork & apple sauce,292,111-87-5
R0000012,Pork & apple sauce,806,78-83-1
R0000012,Pork & apple sauce,295,93-15-2
R0000012,Pork & apple sauce,298,64-18-6
R0000012,Pork & apple sauce,299,112-05-0
R0000012,Pork & apple sauce,301,106-32-1
R0000012,Pork & apple sauce,305,91-16-7
R0000012,Pork & apple sauce,317,141-78-6
R0000012,Pork & apple sauce,322,67-64-1
R0000012,Pork & apple sauce,651,1604-28-0
R0000012,Pork & apple sauce,836,7786-61-0
R0000012,Pork & apple sauce,761,928-96-1
R0000012,Pork & apple sauce,333,110-19-0
R0000012,Pork & apple sauce,847,119-36-8
R0000012,Pork & apple sauce,338,98-00-0
R0000012,Pork & apple sauce,340,90-12-0
R0000012,Pork & apple sauce,346,23696-85-7
R0000012,Pork & apple sauce,357,79-31-2
R0000012,Pork & apple sauce,358,334-48-5
R0000012,Pork & apple sauce,361,586-62-9
R0000012,Pork & apple sauce,378,546-79-2
R0000012,Pork & apple sauce,384,116-53-0
R0000012,Pork & apple sauce,909,110-43-0
R0000012,Pork & apple sauce,400,111-70-6
R0000012,Pork & apple sauce,913,107-92-6
R0000012,Pork & apple sauce,918,107-87-9
R0000012,Pork & apple sauce,920,2628-17-3
R0000012,Pork & apple sauce,921,5392-40-5
R0000012,Pork & apple sauce,410,25152-84-5
R0000012,Pork & apple sauce,415,127-41-3
R0000012,Pork & apple sauce,929,78-59-1
R0000012,Pork & apple sauce,419,64-17-5
R0000012,Pork & apple sauce,424,3777-69-3
R0000012,Pork & apple sauce,426,89-83-8
R0000012,Pork & apple sauce,431,99999-08-0
R0000012,Pork & apple sauce,434,115-95-7
R0000012,Pork & apple sauce,435,36653-82-4
R0000012,Pork & apple sauce,670,112-31-2
R0000012,Pork & apple sauce,438,19317-11-4
R0000012,Pork & apple sauce,951,4602-84-0
R0000012,Pork & apple sauce,442,7212-44-4
R0000012,Pork & apple sauce,671,64-19-7
R0000012,Pork & apple sauce,445,123-15-9
R0000012,Pork & apple sauce,958,123-72-8
R0000012,Pork & apple sauce,972,1669-44-9
R0000012,Pork & apple sauce,461,562-74-3
R0000012,Pork & apple sauce,974,75-07-0
R0000012,Pork & apple sauce,978,106-68-3
R0000012,Pork & apple sauce,468,112-17-4
R0000012,Pork & apple sauce,471,101-97-3
R0000012,Pork & apple sauce,985,100-42-5
R0000012,Pork & apple sauce,990,620-02-0
R0000012,Pork & apple sauce,996,26489-01-0
R0000012,Pork & apple sauce,490,7783-06-04
R0000012,Pork & apple sauce,1004,123-38-6
R0000012,Pork & apple sauce,1012,99-87-6
R0000012,Pork & apple sauce,1013,110-62-3
R0000012,Pork & apple sauce,1015,106-25-2
R0000012,Pork & apple sauce,504,138-87-4
R0000013,Victoria Sponge Cake,512,123-29-5
R0000013,Victoria Sponge Cake,519,93-58-3
R0000013,Victoria Sponge Cake,524,124-07-2
R0000013,Victoria Sponge Cake,1040,60-12-8
R0000013,Victoria Sponge Cake,1046,513-86-0
R0000013,Victoria Sponge Cake,1049,67-63-0
R0000013,Victoria Sponge Cake,1054,2463-63-0
R0000013,Victoria Sponge Cake,40,109-08-0
R0000013,Victoria Sponge Cake,554,124-19-6
R0000013,Victoria Sponge Cake,556,123-32-0
R0000013,Victoria Sponge Cake,1064,108-95-2
R0000013,Victoria Sponge Cake,56,123-92-2
R0000013,Victoria Sponge Cake,1082,143-08-8
R0000013,Victoria Sponge Cake,1091,93-89-0
R0000013,Victoria Sponge Cake,69,3301-94-8
R0000013,Victoria Sponge Cake,1101,6789-88-4
R0000013,Victoria Sponge Cake,1102,543-49-7
R0000013,Victoria Sponge Cake,1104,90-05-1
R0000013,Victoria Sponge Cake,595,111-13-7
R0000013,Victoria Sponge Cake,599,75-18-3
R0000013,Victoria Sponge Cake,600,71-23-8
R0000013,Victoria Sponge Cake,90,89-78-1
R0000013,Victoria Sponge Cake,442,7212-44-4
R0000013,Victoria Sponge Cake,606,103-45-7
R0000013,Victoria Sponge Cake,107,1072-83-9
R0000013,Victoria Sponge Cake,108,78-84-2
R0000013,Victoria Sponge Cake,118,821-55-6
R0000013,Victoria Sponge Cake,413,557-48-2
R0000013,Victoria Sponge Cake,136,123-51-3
R0000013,Victoria Sponge Cake,143,35044-68-9
R0000013,Victoria Sponge Cake,657,124-13-0
R0000013,Victoria Sponge Cake,794,689-67-8
R0000013,Victoria Sponge Cake,670,112-31-2
R0000013,Victoria Sponge Cake,159,6789-80-6
R0000013,Victoria Sponge Cake,166,112-30-1
R0000013,Victoria Sponge Cake,174,623-42-7
R0000013,Victoria Sponge Cake,183,141-79-7
R0000013,Victoria Sponge Cake,704,10482-56-1
R0000013,Victoria Sponge Cake,288,71-36-3
R0000013,Victoria Sponge Cake,198,109-52-4
R0000013,Victoria Sponge Cake,199,2463-77-6
R0000013,Victoria Sponge Cake,203,3391-86-4
R0000013,Victoria Sponge Cake,204,106-44-5
R0000013,Victoria Sponge Cake,719,79-09-4
R0000013,Victoria Sponge Cake,211,13360-64-0
R0000013,Victoria Sponge Cake,215,65-85-0
R0000013,Victoria Sponge Cake,218,705-86-2
R0000013,Victoria Sponge Cake,220,3208-16-0
R0000013,Victoria Sponge Cake,734,122-78-1
R0000013,Victoria Sponge Cake,224,95-48-7
R0000013,Victoria Sponge Cake,229,57-10-3
R0000013,Victoria Sponge Cake,742,74-93-1
R0000013,Victoria Sponge Cake,978,106-68-3
R0000013,Victoria Sponge Cake,241,706-14-9
R0000013,Victoria Sponge Cake,243,142-62-1
R0000013,Victoria Sponge Cake,249,110-86-1
R0000013,Victoria Sponge Cake,764,96-17-3
R0000013,Victoria Sponge Cake,299,112-05-0
R0000013,Victoria Sponge Cake,772,590-86-3
R0000013,Victoria Sponge Cake,786,616-25-1
R0000013,Victoria Sponge Cake,275,143-07-7
R0000013,Victoria Sponge Cake,282,121-33-5
R0000013,Victoria Sponge Cake,798,111-27-3
R0000013,Victoria Sponge Cake,800,109-94-4
R0000013,Victoria Sponge Cake,292,111-87-5
R0000013,Victoria Sponge Cake,806,78-83-1
R0000013,Victoria Sponge Cake,298,64-18-6
R0000013,Victoria Sponge Cake,811,544-63-8
R0000013,Victoria Sponge Cake,301,106-32-1
R0000013,Victoria Sponge Cake,822,90-02-8
R0000013,Victoria Sponge Cake,827,497-03-0
R0000013,Victoria Sponge Cake,317,141-78-6
R0000013,Victoria Sponge Cake,841,32736-91-7
R0000013,Victoria Sponge Cake,847,119-36-8
R0000013,Victoria Sponge Cake,338,98-00-0
R0000013,Victoria Sponge Cake,340,90-12-0
R0000013,Victoria Sponge Cake,346,23696-85-7
R0000013,Victoria Sponge Cake,357,79-31-2
R0000013,Victoria Sponge Cake,358,334-48-5
R0000013,Victoria Sponge Cake,890,14667-55-1
R0000013,Victoria Sponge Cake,893,600-14-6
R0000013,Victoria Sponge Cake,909,110-43-0
R0000013,Victoria Sponge Cake,398,108-29-2
R0000013,Victoria Sponge Cake,400,111-70-6
R0000013,Victoria Sponge Cake,913,107-92-6
R0000013,Victoria Sponge Cake,918,107-87-9
R0000013,Victoria Sponge Cake,920,2628-17-3
R0000013,Victoria Sponge Cake,410,25152-84-5
R0000013,Victoria Sponge Cake,922,104-76-7
R0000013,Victoria Sponge Cake,926,108-50-9
R0000013,Victoria Sponge Cake,927,83-34-1
R0000013,Victoria Sponge Cake,424,3777-69-3
R0000013,Victoria Sponge Cake,431,99999-08-0
R0000013,Victoria Sponge Cake,435,36653-82-4
R0000013,Victoria Sponge Cake,954,106-24-1
R0000013,Victoria Sponge Cake,445,123-15-9
R0000013,Victoria Sponge Cake,958,123-72-8
R0000013,Victoria Sponge Cake,466,108-39-4
R0000013,Victoria Sponge Cake,980,6032-29-7
R0000013,Victoria Sponge Cake,761,928-96-1
R0000013,Victoria Sponge Cake,985,100-42-5
R0000013,Victoria Sponge Cake,990,620-02-0
R0000013,Victoria Sponge Cake,490,7783-06-04
R0000013,Victoria Sponge Cake,1004,123-38-6
R0000013,Victoria Sponge Cake,1013,110-62-3
R0000013,Victoria Sponge Cake,1018,112-37-8
R0000014,Shephard's Pie,519,93-58-3
R0000014,Shephard's Pie,1033,78-93-3
R0000014,Shephard's Pie,524,124-07-2
R0000014,Shephard's Pie,1040,60-12-8
R0000014,Shephard's Pie,1046,513-86-0
R0000014,Shephard's Pie,1049,67-63-0
R0000014,Shephard's Pie,539,227456-28-2
R0000014,Shephard's Pie,1054,2463-63-0
R0000014,Shephard's Pie,549,503-74-2
R0000014,Shephard's Pie,550,13925-00-3
R0000014,Shephard's Pie,1064,108-95-2
R0000014,Shephard's Pie,554,124-19-6
R0000014,Shephard's Pie,556,123-32-0
R0000014,Shephard's Pie,56,123-92-2
R0000014,Shephard's Pie,1082,143-08-8
R0000014,Shephard's Pie,62,142-83-6
R0000014,Shephard's Pie,1091,93-89-0
R0000014,Shephard's Pie,1092,99-85-4
R0000014,Shephard's Pie,69,3301-94-8
R0000014,Shephard's Pie,586,78-70-6
R0000014,Shephard's Pie,1101,6789-88-4
R0000014,Shephard's Pie,1102,543-49-7
R0000014,Shephard's Pie,1104,90-05-1
R0000014,Shephard's Pie,595,111-13-7
R0000014,Shephard's Pie,599,75-18-3
R0000014,Shephard's Pie,600,71-23-8
R0000014,Shephard's Pie,606,103-45-7
R0000014,Shephard's Pie,610,142-92-7
R0000014,Shephard's Pie,101,87-44-5
R0000014,Shephard's Pie,107,1072-83-9
R0000014,Shephard's Pie,108,78-84-2
R0000014,Shephard's Pie,628,99-86-5
R0000014,Shephard's Pie,118,821-55-6
R0000014,Shephard's Pie,121,98-85-1
R0000014,Shephard's Pie,643,91-10-1
R0000014,Shephard's Pie,136,123-51-3
R0000014,Shephard's Pie,143,35044-68-9
R0000014,Shephard's Pie,657,124-13-0
R0000014,Shephard's Pie,793,99-83-2
R0000014,Shephard's Pie,667,15707-23-0
R0000014,Shephard's Pie,282,121-33-5
R0000014,Shephard's Pie,158,112-80-1
R0000014,Shephard's Pie,671,64-19-7
R0000014,Shephard's Pie,673,123-35-3
R0000014,Shephard's Pie,675,18409-17-1
R0000014,Shephard's Pie,676,123-08-0
R0000014,Shephard's Pie,166,112-30-1
R0000014,Shephard's Pie,171,79-92-5
R0000014,Shephard's Pie,174,623-42-7
R0000014,Shephard's Pie,177,127-91-3
R0000014,Shephard's Pie,703,98-01-1
R0000014,Shephard's Pie,704,10482-56-1
R0000014,Shephard's Pie,800,109-94-4
R0000014,Shephard's Pie,927,83-34-1
R0000014,Shephard's Pie,410,25152-84-5
R0000014,Shephard's Pie,198,109-52-4
R0000014,Shephard's Pie,460,97-61-0
R0000014,Shephard's Pie,203,3391-86-4
R0000014,Shephard's Pie,204,106-44-5
R0000014,Shephard's Pie,719,79-09-4
R0000014,Shephard's Pie,211,13360-64-0
R0000014,Shephard's Pie,215,65-85-0
R0000014,Shephard's Pie,218,705-86-2
R0000014,Shephard's Pie,734,122-78-1
R0000014,Shephard's Pie,37,122-00-9
R0000014,Shephard's Pie,737,103-82-2
R0000014,Shephard's Pie,229,57-10-3
R0000014,Shephard's Pie,742,74-93-1
R0000014,Shephard's Pie,466,108-39-4
R0000014,Shephard's Pie,40,109-08-0
R0000014,Shephard's Pie,243,142-62-1
R0000014,Shephard's Pie,756,589-98-0
R0000014,Shephard's Pie,249,110-86-1
R0000014,Shephard's Pie,764,96-17-3
R0000014,Shephard's Pie,771,69-72-7
R0000014,Shephard's Pie,772,590-86-3
R0000014,Shephard's Pie,269,3681-71-8
R0000014,Shephard's Pie,813,698-76-0
R0000014,Shephard's Pie,784,105-87-3
R0000014,Shephard's Pie,786,616-25-1
R0000014,Shephard's Pie,275,143-07-7
R0000014,Shephard's Pie,299,112-05-0
R0000014,Shephard's Pie,794,689-67-8
R0000014,Shephard's Pie,798,111-27-3
R0000014,Shephard's Pie,288,71-36-3
R0000014,Shephard's Pie,292,111-87-5
R0000014,Shephard's Pie,806,78-83-1
R0000014,Shephard's Pie,298,64-18-6
R0000014,Shephard's Pie,811,544-63-8
R0000014,Shephard's Pie,301,106-32-1
R0000014,Shephard's Pie,305,91-16-7
R0000014,Shephard's Pie,818,3188-00-9
R0000014,Shephard's Pie,822,90-02-8
R0000014,Shephard's Pie,827,497-03-0
R0000014,Shephard's Pie,317,141-78-6
R0000014,Shephard's Pie,322,67-64-1
R0000014,Shephard's Pie,836,7786-61-0
R0000014,Shephard's Pie,841,32736-91-7
R0000014,Shephard's Pie,333,110-19-0
R0000014,Shephard's Pie,847,119-36-8
R0000014,Shephard's Pie,338,98-00-0
R0000014,Shephard's Pie,340,90-12-0
R0000014,Shephard's Pie,357,79-31-2
R0000014,Shephard's Pie,358,334-48-5
R0000014,Shephard's Pie,871,23747-48-0
R0000014,Shephard's Pie,890,14667-55-1
R0000014,Shephard's Pie,893,600-14-6
R0000014,Shephard's Pie,384,116-53-0
R0000014,Shephard's Pie,391,30361-28-5
R0000014,Shephard's Pie,909,110-43-0
R0000014,Shephard's Pie,398,108-29-2
R0000014,Shephard's Pie,911,1122-62-9
R0000014,Shephard's Pie,400,111-70-6
R0000014,Shephard's Pie,913,107-92-6
R0000014,Shephard's Pie,918,107-87-9
R0000014,Shephard's Pie,920,2628-17-3
R0000014,Shephard's Pie,922,104-76-7
R0000014,Shephard's Pie,413,557-48-2
R0000014,Shephard's Pie,926,108-50-9
R0000014,Shephard's Pie,415,127-41-3
R0000014,Shephard's Pie,419,64-17-5
R0000014,Shephard's Pie,241,706-14-9
R0000014,Shephard's Pie,424,3777-69-3
R0000014,Shephard's Pie,431,99999-08-0
R0000014,Shephard's Pie,435,36653-82-4
R0000014,Shephard's Pie,670,112-31-2
R0000014,Shephard's Pie,954,106-24-1
R0000014,Shephard's Pie,159,6789-80-6
R0000014,Shephard's Pie,445,123-15-9
R0000014,Shephard's Pie,958,123-72-8
R0000014,Shephard's Pie,972,1669-44-9
R0000014,Shephard's Pie,978,106-68-3
R0000014,Shephard's Pie,980,6032-29-7
R0000014,Shephard's Pie,761,928-96-1
R0000014,Shephard's Pie,985,100-42-5
R0000014,Shephard's Pie,990,620-02-0
R0000014,Shephard's Pie,490,7783-06-04
R0000014,Shephard's Pie,1004,123-38-6
R0000014,Shephard's Pie,1012,99-87-6
R0000014,Shephard's Pie,1013,110-62-3
R0000014,Shephard's Pie,1015,106-25-2
R0000014,Shephard's Pie,1018,112-37-8
R0000014,Shephard's Pie,1023,623-36-9
R0000015,Cumberland sausage,512,123-29-5
R0000015,Cumberland sausage,519,93-58-3
R0000015,Cumberland sausage,1033,78-93-3
R0000015,Cumberland sausage,524,124-07-2
R0000015,Cumberland sausage,1040,60-12-8
R0000015,Cumberland sausage,1046,513-86-0
R0000015,Cumberland sausage,1049,67-63-0
R0000015,Cumberland sausage,538,103-52-6
R0000015,Cumberland sausage,1054,2463-63-0
R0000015,Cumberland sausage,34,1192-62-7
R0000015,Cumberland sausage,549,503-74-2
R0000015,Cumberland sausage,550,13925-00-3
R0000015,Cumberland sausage,40,109-08-0
R0000015,Cumberland sausage,554,124-19-6
R0000015,Cumberland sausage,1031,4219-24-3
R0000015,Cumberland sausage,556,123-32-0
R0000015,Cumberland sausage,1069,515-00-4
R0000015,Cumberland sausage,922,104-76-7
R0000015,Cumberland sausage,563,762-29-8
R0000015,Cumberland sausage,1064,108-95-2
R0000015,Cumberland sausage,56,123-92-2
R0000015,Cumberland sausage,1082,143-08-8
R0000015,Cumberland sausage,573,2639-63-6
R0000015,Cumberland sausage,62,142-83-6
R0000015,Cumberland sausage,63,625-33-2
R0000015,Cumberland sausage,1091,93-89-0
R0000015,Cumberland sausage,580,7392-19-0
R0000015,Cumberland sausage,69,3301-94-8
R0000015,Cumberland sausage,586,78-70-6
R0000015,Cumberland sausage,1102,543-49-7
R0000015,Cumberland sausage,1104,90-05-1
R0000015,Cumberland sausage,595,111-13-7
R0000015,Cumberland sausage,599,75-18-3
R0000015,Cumberland sausage,600,71-23-8
R0000015,Cumberland sausage,602,470-82-6
R0000015,Cumberland sausage,606,103-45-7
R0000015,Cumberland sausage,609,13419-69-7
R0000015,Cumberland sausage,610,142-92-7
R0000015,Cumberland sausage,108,78-84-2
R0000015,Cumberland sausage,628,99-86-5
R0000015,Cumberland sausage,118,821-55-6
R0000015,Cumberland sausage,121,98-85-1
R0000015,Cumberland sausage,643,91-10-1
R0000015,Cumberland sausage,136,123-51-3
R0000015,Cumberland sausage,137,2396-78-3
R0000015,Cumberland sausage,651,1604-28-0
R0000015,Cumberland sausage,657,124-13-0
R0000015,Cumberland sausage,667,15707-23-0
R0000015,Cumberland sausage,794,689-67-8
R0000015,Cumberland sausage,158,112-80-1
R0000015,Cumberland sausage,159,6789-80-6
R0000015,Cumberland sausage,673,123-35-3
R0000015,Cumberland sausage,163,5362-56-1
R0000015,Cumberland sausage,676,123-08-0
R0000015,Cumberland sausage,165,97-53-0
R0000015,Cumberland sausage,166,112-30-1
R0000015,Cumberland sausage,680,141-12-8
R0000015,Cumberland sausage,174,623-42-7
R0000015,Cumberland sausage,177,127-91-3
R0000015,Cumberland sausage,183,141-79-7
R0000015,Cumberland sausage,703,98-01-1
R0000015,Cumberland sausage,704,10482-56-1
R0000015,Cumberland sausage,620,94-59-7
R0000015,Cumberland sausage,198,109-52-4
R0000015,Cumberland sausage,972,1669-44-9
R0000015,Cumberland sausage,203,3391-86-4
R0000015,Cumberland sausage,204,106-44-5
R0000015,Cumberland sausage,717,104-62-1
R0000015,Cumberland sausage,719,79-09-4
R0000015,Cumberland sausage,720,586-82-3
R0000015,Cumberland sausage,215,65-85-0
R0000015,Cumberland sausage,220,3208-16-0
R0000015,Cumberland sausage,890,14667-55-1
R0000015,Cumberland sausage,734,122-78-1
R0000015,Cumberland sausage,37,122-00-9
R0000015,Cumberland sausage,224,95-48-7
R0000015,Cumberland sausage,737,103-82-2
R0000015,Cumberland sausage,227,134-20-3
R0000015,Cumberland sausage,229,57-10-3
R0000015,Cumberland sausage,231,3149-28-8
R0000015,Cumberland sausage,978,106-68-3
R0000015,Cumberland sausage,241,706-14-9
R0000015,Cumberland sausage,243,142-62-1
R0000015,Cumberland sausage,756,589-98-0
R0000015,Cumberland sausage,761,928-96-1
R0000015,Cumberland sausage,764,96-17-3
R0000015,Cumberland sausage,771,69-72-7
R0000015,Cumberland sausage,772,590-86-3
R0000015,Cumberland sausage,775,105-86-2
R0000015,Cumberland sausage,269,3681-71-8
R0000015,Cumberland sausage,813,698-76-0
R0000015,Cumberland sausage,784,105-87-3
R0000015,Cumberland sausage,273,80-26-2
R0000015,Cumberland sausage,786,616-25-1
R0000015,Cumberland sausage,275,143-07-7
R0000015,Cumberland sausage,793,99-83-2
R0000015,Cumberland sausage,282,121-33-5
R0000015,Cumberland sausage,798,111-27-3
R0000015,Cumberland sausage,288,71-36-3
R0000015,Cumberland sausage,292,111-87-5
R0000015,Cumberland sausage,806,78-83-1
R0000015,Cumberland sausage,295,93-15-2
R0000015,Cumberland sausage,811,544-63-8
R0000015,Cumberland sausage,298,64-18-6
R0000015,Cumberland sausage,299,112-05-0
R0000015,Cumberland sausage,301,106-32-1
R0000015,Cumberland sausage,305,91-16-7
R0000015,Cumberland sausage,818,3188-00-9
R0000015,Cumberland sausage,308,89-74-7
R0000015,Cumberland sausage,822,90-02-8
R0000015,Cumberland sausage,649,2785-89-9
R0000015,Cumberland sausage,827,497-03-0
R0000015,Cumberland sausage,317,141-78-6
R0000015,Cumberland sausage,322,67-64-1
R0000015,Cumberland sausage,836,7786-61-0
R0000015,Cumberland sausage,326,121-98-2
R0000015,Cumberland sausage,333,110-19-0
R0000015,Cumberland sausage,847,119-36-8
R0000015,Cumberland sausage,848,1073-11-6
R0000015,Cumberland sausage,338,98-00-0
R0000015,Cumberland sausage,340,90-12-0
R0000015,Cumberland sausage,346,23696-85-7
R0000015,Cumberland sausage,867,101-41-7
R0000015,Cumberland sausage,357,79-31-2
R0000015,Cumberland sausage,358,334-48-5
R0000015,Cumberland sausage,361,586-62-9
R0000015,Cumberland sausage,879,628-97-7
R0000015,Cumberland sausage,885,93-51-6
R0000015,Cumberland sausage,378,546-79-2
R0000015,Cumberland sausage,893,600-14-6
R0000015,Cumberland sausage,895,534-15-6
R0000015,Cumberland sausage,384,116-53-0
R0000015,Cumberland sausage,391,30361-28-5
R0000015,Cumberland sausage,909,110-43-0
R0000015,Cumberland sausage,398,108-29-2
R0000015,Cumberland sausage,911,1122-62-9
R0000015,Cumberland sausage,400,111-70-6
R0000015,Cumberland sausage,918,107-87-9
R0000015,Cumberland sausage,920,2628-17-3
R0000015,Cumberland sausage,1092,99-85-4
R0000015,Cumberland sausage,410,25152-84-5
R0000015,Cumberland sausage,413,557-48-2
R0000015,Cumberland sausage,415,127-41-3
R0000015,Cumberland sausage,929,78-59-1
R0000015,Cumberland sausage,418,134-96-3
R0000015,Cumberland sausage,419,64-17-5
R0000015,Cumberland sausage,424,3777-69-3
R0000015,Cumberland sausage,426,89-83-8
R0000015,Cumberland sausage,431,99999-08-0
R0000015,Cumberland sausage,434,115-95-7
R0000015,Cumberland sausage,947,556-82-1
R0000015,Cumberland sausage,438,19317-11-4
R0000015,Cumberland sausage,440,582-24-1
R0000015,Cumberland sausage,442,7212-44-4
R0000015,Cumberland sausage,445,123-15-9
R0000015,Cumberland sausage,958,123-72-8
R0000015,Cumberland sausage,460,97-61-0
R0000015,Cumberland sausage,466,108-39-4
R0000015,Cumberland sausage,980,6032-29-7
R0000015,Cumberland sausage,471,101-97-3
R0000015,Cumberland sausage,985,100-42-5
R0000015,Cumberland sausage,990,620-02-0
R0000015,Cumberland sausage,490,7783-06-04
R0000015,Cumberland sausage,1004,123-38-6
R0000015,Cumberland sausage,1012,99-87-6
R0000015,Cumberland sausage,1013,110-62-3
R0000015,Cumberland sausage,1015,106-25-2
R0000016,Cottage Pie,512,123-29-5
R0000016,Cottage Pie,519,93-58-3
R0000016,Cottage Pie,1033,78-93-3
R0000016,Cottage Pie,524,124-07-2
R0000016,Cottage Pie,1040,60-12-8
R0000016,Cottage Pie,1046,513-86-0
R0000016,Cottage Pie,1049,67-63-0
R0000016,Cottage Pie,602,470-82-6
R0000016,Cottage Pie,1054,2463-63-0
R0000016,Cottage Pie,549,503-74-2
R0000016,Cottage Pie,550,13925-00-3
R0000016,Cottage Pie,40,109-08-0
R0000016,Cottage Pie,554,124-19-6
R0000016,Cottage Pie,556,123-32-0
R0000016,Cottage Pie,1069,515-00-4
R0000016,Cottage Pie,922,104-76-7
R0000016,Cottage Pie,947,556-82-1
R0000016,Cottage Pie,1064,108-95-2
R0000016,Cottage Pie,56,123-92-2
R0000016,Cottage Pie,1082,143-08-8
R0000016,Cottage Pie,62,142-83-6
R0000016,Cottage Pie,1091,93-89-0
R0000016,Cottage Pie,1092,99-85-4
R0000016,Cottage Pie,69,3301-94-8
R0000016,Cottage Pie,586,78-70-6
R0000016,Cottage Pie,587,97-54-1
R0000016,Cottage Pie,1101,6789-88-4
R0000016,Cottage Pie,1102,543-49-7
R0000016,Cottage Pie,1104,90-05-1
R0000016,Cottage Pie,595,111-13-7
R0000016,Cottage Pie,599,75-18-3
R0000016,Cottage Pie,600,71-23-8
R0000016,Cottage Pie,90,89-78-1
R0000016,Cottage Pie,954,106-24-1
R0000016,Cottage Pie,606,103-45-7
R0000016,Cottage Pie,610,142-92-7
R0000016,Cottage Pie,107,1072-83-9
R0000016,Cottage Pie,108,78-84-2
R0000016,Cottage Pie,628,99-86-5
R0000016,Cottage Pie,118,821-55-6
R0000016,Cottage Pie,643,91-10-1
R0000016,Cottage Pie,136,123-51-3
R0000016,Cottage Pie,620,94-59-7
R0000016,Cottage Pie,143,35044-68-9
R0000016,Cottage Pie,657,124-13-0
R0000016,Cottage Pie,667,15707-23-0
R0000016,Cottage Pie,158,112-80-1
R0000016,Cottage Pie,159,6789-80-6
R0000016,Cottage Pie,673,123-35-3
R0000016,Cottage Pie,675,18409-17-1
R0000016,Cottage Pie,165,97-53-0
R0000016,Cottage Pie,166,112-30-1
R0000016,Cottage Pie,680,141-12-8
R0000016,Cottage Pie,171,79-92-5
R0000016,Cottage Pie,174,623-42-7
R0000016,Cottage Pie,177,127-91-3
R0000016,Cottage Pie,703,98-01-1
R0000016,Cottage Pie,704,10482-56-1
R0000016,Cottage Pie,800,109-94-4
R0000016,Cottage Pie,927,83-34-1
R0000016,Cottage Pie,198,109-52-4
R0000016,Cottage Pie,199,2463-77-6
R0000016,Cottage Pie,972,1669-44-9
R0000016,Cottage Pie,203,3391-86-4
R0000016,Cottage Pie,204,106-44-5
R0000016,Cottage Pie,719,79-09-4
R0000016,Cottage Pie,211,13360-64-0
R0000016,Cottage Pie,215,65-85-0
R0000016,Cottage Pie,218,705-86-2
R0000016,Cottage Pie,220,3208-16-0
R0000016,Cottage Pie,890,14667-55-1
R0000016,Cottage Pie,734,122-78-1
R0000016,Cottage Pie,37,122-00-9
R0000016,Cottage Pie,224,95-48-7
R0000016,Cottage Pie,737,103-82-2
R0000016,Cottage Pie,229,57-10-3
R0000016,Cottage Pie,742,74-93-1
R0000016,Cottage Pie,231,3149-28-8
R0000016,Cottage Pie,748,111-61-5
R0000016,Cottage Pie,978,106-68-3
R0000016,Cottage Pie,241,706-14-9
R0000016,Cottage Pie,243,142-62-1
R0000016,Cottage Pie,756,589-98-0
R0000016,Cottage Pie,249,110-86-1
R0000016,Cottage Pie,764,96-17-3
R0000016,Cottage Pie,811,544-63-8
R0000016,Cottage Pie,772,590-86-3
R0000016,Cottage Pie,269,3681-71-8
R0000016,Cottage Pie,813,698-76-0
R0000016,Cottage Pie,784,105-87-3
R0000016,Cottage Pie,273,80-26-2
R0000016,Cottage Pie,786,616-25-1
R0000016,Cottage Pie,275,143-07-7
R0000016,Cottage Pie,793,99-83-2
R0000016,Cottage Pie,282,121-33-5
R0000016,Cottage Pie,798,111-27-3
R0000016,Cottage Pie,288,71-36-3
R0000016,Cottage Pie,292,111-87-5
R0000016,Cottage Pie,806,78-83-1
R0000016,Cottage Pie,295,93-15-2
R0000016,Cottage Pie,298,64-18-6
R0000016,Cottage Pie,299,112-05-0
R0000016,Cottage Pie,301,106-32-1
R0000016,Cottage Pie,305,91-16-7
R0000016,Cottage Pie,818,3188-00-9
R0000016,Cottage Pie,822,90-02-8
R0000016,Cottage Pie,827,497-03-0
R0000016,Cottage Pie,317,141-78-6
R0000016,Cottage Pie,320,2396-77-2
R0000016,Cottage Pie,322,67-64-1
R0000016,Cottage Pie,841,32736-91-7
R0000016,Cottage Pie,333,110-19-0
R0000016,Cottage Pie,847,119-36-8
R0000016,Cottage Pie,1080,774-64-1
R0000016,Cottage Pie,338,98-00-0
R0000016,Cottage Pie,340,90-12-0
R0000016,Cottage Pie,867,101-41-7
R0000016,Cottage Pie,357,79-31-2
R0000016,Cottage Pie,358,334-48-5
R0000016,Cottage Pie,871,23747-48-0
R0000016,Cottage Pie,361,586-62-9
R0000016,Cottage Pie,378,546-79-2
R0000016,Cottage Pie,893,600-14-6
