	Index	ALogP	ALogP_MR	Estate_AtomTypes	Estate_AtomValues	Estate_Counts	Estate_Keys	Estate_NumUnknown	Apol	Molecular_Weight	Num_AromaticRings	Num_Atoms	Num_H_Acceptors	Num_H_Donors	Num_Rings	Num_RotatableBonds	Taste	NumChiralCenters
0	0.0	2.126	107.889	"6
35
16
11
11
17
28
11
11
16
12
33
12
8
12
8
8
29
8
12
10
7
17
11
33
52
34
34
33"	"1.661
5.349
0.792
1.908
1.949
0.895
4.424
1.788
1.945
0.95
-0.504
11.151
0.177
1.033
0.647
1.213
1.072
2.433
1.016
0.566
2.089
3.979
0.979
1.976
7.048
-4.667
8.743
8.743
7.048"	"0
0
0
0
0
0
1
1
4
0
1
5
4
0
0
0
2
2
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
3
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.661
3.979
4.335
0
2.089
9.568
0.887
0
0
0
1.743
1.874
0
0
0
0
0
0
0
0
0
0
4.424
2.433
0
0
0
25.249
17.486
5.349
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-4.667
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	13059.2	422.495	2.0	29.0	8.0	3.0	5.0	4.0	Bitter	5
1	1.0	1.173	92.594	"6
35
16
11
11
17
28
11
11
16
12
-1
33
12
-1
8
12
-1
8
8
26
-1
8
12
-1
10
7
17
11"	"1.665
5.354
0.799
1.914
1.956
0.904
4.431
1.797
1.958
0.971
-0.467
0
11.172
0.26
0
1.07
0.668
0
1.25
1.155
1.516
0
1.099
0.603
0
2.11
3.993
0.992
1.985"	"0
0
0
0
0
0
1
1
4
0
1
5
4
0
0
0
2
2
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.665
3.993
4.575
0
2.11
9.611
1.066
0
0
0
1.771
1.897
0
0
0
0
0
0
0
0
1.516
0
4.431
0
0
0
0
11.172
0
5.354
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	13111.4	325.425	2.0	24.0	3.0	2.0	5.0	4.0	Bitter	5
2	2.0	2.733	94.69200000000001	"6
35
16
11
11
17
28
11
11
16
12
-1
33
12
-1
8
12
8
8
29
8
12
-1
10
7
17
11"	"1.661
5.349
0.792
1.908
1.949
0.895
4.424
1.788
1.945
0.95
-0.504
0
11.151
0.177
0
1.033
0.647
1.213
1.072
2.433
1.016
0.566
0
2.089
3.979
0.979
1.976"	"0
0
0
0
0
0
1
1
4
0
1
5
4
0
0
0
2
2
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.661
3.979
4.335
0
2.089
9.568
0.887
0
0
0
1.743
1.874
0
0
0
0
0
0
0
0
0
0
4.424
2.433
0
0
0
11.151
0
5.349
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	13059.2	324.41700000000003	2.0	24.0	4.0	1.0	5.0	4.0	Bitter	2
3	3.0	3.8710000000000004	84.96799999999999	"6
29
6
8
8
35
12
16
11
11
11
11
11
16
11
11
11
11
16
6"	"2.064
2.138
2.064
0.925
0.723
6.164
1.1e-002
1.208
2.131
2.065
2.039
2.065
2.131
1.247
2.155
2.076
2.07
2.139
1.269
2.139"	"0
0
0
0
0
0
3
0
2
0
0
9
1
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
6.267
0
1.648
0
0
18.876
1.1e-002
0
0
0
3.726
0
0
0
0
0
0
0
0
0
0
0
0
2.138
0
0
0
0
0
6.164
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	11763.8	269.381	2.0	20.0	2.0	0.0	2.0	6.0	Bitter	10
4	4.0	2.296	44.54600000000001	"6
8
8
8
8
15
10
8
15
34
35"	"2.161
1.209
1.217
1.134
0.93
0.878
1.886
0.473
-0.101
10.611
4.93"	"0
0
0
0
0
0
1
0
5
0
1
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
2.161
0
4.965
0
1.886
0
0
0
0
0.777
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.611
4.93
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	5732.92	154.20600000000002	0.0	11.0	2.0	0.0	1.0	4.0	Bitter	0
5	5.0	3.39	52.298	"11
11
11
16
11
11
35
16
11
11
11
11
11"	"1.97
1.956
1.937
0.869
1.937
1.956
5.578
0.869
1.937
1.956
1.97
1.956
1.937"	"0
0
0
0
0
0
0
0
0
0
0
10
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
0
0
0
0
0
19.516
0
0
0
0
1.738
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.578
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	8251.0	170.207	2.0	13.0	1.0	0.0	2.0	2.0	Bitter	0
6	6.0	2.935	45.088	"6
8
8
8
35
15
34
12
6
8
6"	"2.08
1.077
0.974
0.583
4.996
-5.5e-002
11.026
6.1e-002
1.897
0.866
1.991"	"0
0
0
0
0
0
3
0
4
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
5.969
0
3.5
0
0
0
6.1e-002
0
0
-5.5e-002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.026
4.996
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	5559.04	158.238	0.0	11.0	2.0	0.0	0.0	6.0	Bitter	0
7	7.0	1.386	32.19	"6
8
10
10
8
15
34
33"	"1.97
0.909
1.841
1.655
0.146
-0.769
9.822
8.088"	"0
0
0
0
0
0
1
0
2
0
2
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.97
0
1.056
0
3.496
0
0
0
0
-0.769
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.088
9.822
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	4333.9	114.14200000000001	0.0	8.0	2.0	1.0	0.0	3.0	Bitter	2
8	8.0	1.954	52.321999999999996	"6
8
35
15
34
8
15
34
16
11
11
11
11
11"	"1.713
0.306
4.674
-0.471
10.983
-0.183
-0.205
11.429
0.542
1.682
1.762
1.82
1.762
1.682"	"0
0
0
0
0
0
1
0
2
0
0
5
0
0
0
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.713
0
0.123
0
0
8.709
0
0
0
-0.676
0.542
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
22.412
4.674
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	7842.86	192.21099999999998	1.0	14.0	3.0	0.0	1.0	5.0	Bitter	1
9	9.0	3.385	49.715	"6
8
8
8
8
15
34
35
8
8
8
6"	"2.127
1.154
1.127
0.973
0.594
-3.1e-002
10.97
4.99
0.598
0.985
1.085
2.088"	"0
0
0
0
0
0
2
0
7
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
4.215
0
6.521
0
0
0
0
0
0
-3.1e-002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.97
4.99
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	6072.3	172.265	0.0	12.0	2.0	0.0	0.0	8.0	Bitter	1
10	10.0	3.6069999999999998	66.445	"6
15
10
8
8
18
12
10
15
6
15
34
6
6
6"	"2.176
1.409
2.305
1.168
1.205
0.287
0.425
2.146
0.891
1.916
0.184
11.247
1.639
2.289
2.289"	"0
0
0
0
0
0
5
0
2
0
2
0
1
0
0
3
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
10.312
0
2.373
0
4.451
0
0.425
0
0
2.485
0
0
0.287
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.247
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	8269.06	206.324	0.0	15.0	1.0	0.0	1.0	2.0	Bitter	5
11	11.0	5.102	69.007	"8
8
8
12
8
8
49
49
12
8
8
8
8
8"	"1.491
1.488
1.49
0.995
1.49
1.488
2.22
2.22
0.995
1.49
1.488
1.491
1.488
1.49"	"0
0
0
0
0
0
0
0
10
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
0
0
14.9
0
0
0
1.991
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.441
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	9388.36	230.433	0.0	14.0	2.0	0.0	2.0	3.0	Bitter	5
12	12.0	2.843	43.826	"6
8
8
8
8
8
8
15
34
6"	"2.199
1.277
1.317
1.295
1.229
1.092
0.781
0.33
10.476
1.666"	"0
0
0
0
0
0
2
0
6
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
3.865
0
6.994
0
0
0
0
0
0
0.33
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.476
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	5214.24	142.239	0.0	10.0	1.0	0.0	0.0	6.0	Bitter	5
13	13.0	2.609	42.185	"6
16
11
24
17
11
11
11
11
17"	"2.109
1.315
2.032
3.187
1.222
2.085
2.039
2.058
2.126
1.321"	"0
0
0
0
0
0
1
0
0
0
0
5
0
0
0
0
1
2
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
2.109
0
0
0
0
10.342
0
0
0
0
1.315
2.544
0
0
0
0
0
0
3.187
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	6170.42	131.174	2.0	10.0	0.0	1.0	2.0	0.0	Bitter	14
14	14.0	1.742	71.959	"6
15
10
12
-1
33
12
-1
12
-1
8
15
7
12
-1
33
8
8
35
15
34
15
7"	"1.898
0.978
1.727
-0.786
0
10.25
-0.455
0
-0.487
0
0.361
0.638
3.857
-0.605
0
9.982
0.569
0.69
5.234
-0.471
11.606
0.295
3.709"	"0
0
0
0
0
0
1
2
3
0
1
0
4
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.898
7.567
1.621
0
1.727
0
-2.332
0
0
1.442
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20.233
11.606
5.234
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	9990.6	264.317	0.0	19.0	4.0	2.0	2.0	0.0	Bitter	6
15	15.0	6.122000000000001	77.321	"6
8
8
8
8
8
8
8
35
15
34
8
8
8
8
8
8
6"	"2.224
1.284
1.33
1.321
1.28
1.198
1.033
0.624
5.216
0
11.388
0.61
0.995
1.166
1.251
1.284
1.252
2.203"	"0
0
0
0
0
0
2
0
13
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
4.427
0
14.634
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.388
5.216
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	9151.86	256.42400000000004	0.0	18.0	2.0	0.0	0.0	14.0	Bitter	5
16	16.0	3.516	60.236999999999995	"6
15
10
8
8
15
10
18
6
6
33
6
6"	"2.106
1.357
2.223
1.07
1.036
1.254
1.922
-0.672
1.802
1.802
9.504
2.066
2.106"	"0
0
0
0
0
0
5
0
2
0
2
0
0
0
0
2
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
9.884
0
2.107
0
4.146
0
0
0
0
2.612
0
0
-0.672
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.504
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	7273.96	182.30200000000002	0.0	13.0	1.0	1.0	0.0	4.0	Bitter	0
17	17.0	2.9160000000000004	60.687	"11
11
36
16
11
8
49
49
8
16
11
11
11
36"	"1.909
1.701
5.213
1.015
1.986
0.901
1.772
1.772
0.901
1.015
1.986
1.909
1.701
5.213"	"0
0
0
0
0
0
0
0
2
0
0
6
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
0
0
1.802
0
0
11.195
0
0
0
0
2.031
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.426
0
0
0
0
0
0
0
0
0
0
0
0
3.544
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	10310.0	226.315	2.0	14.0	2.0	0.0	2.0	5.0	Bitter	3
18	18.0	1.348	26.552	"6
8
8
12
6
33"	"2.062
1.081
0.93
-0.102
1.809
8.552"	"0
0
0
0
0
0
2
0
2
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
3.871
0
2.011
0
0
0
-0.102
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.552
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	3051.86	88.1482	0.0	6.0	1.0	1.0	0.0	2.0	Bitter	0
19	19.0	6.856	88.26700000000001	"6
8
8
8
8
8
8
8
8
8
8
15
34
35
16
11
11
16
11
11
6"	"2.245
1.308
1.365
1.374
1.364
1.341
1.302
1.24
1.135
0.944
0.531
-0.11
11.682
5.302
0.654
1.85
1.959
1.174
1.959
1.85
2.021"	"0
0
0
0
0
0
2
0
10
0
0
4
0
0
0
1
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
4.267
0
11.907
0
0
7.62
0
0
0
-0.11
1.829
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
11.682
5.302
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	11494.8	290.44	1.0	21.0	2.0	0.0	1.0	12.0	Bitter	8
20	20.0	2.873	50.909	"6
8
8
8
10
10
8
15
34
35
8
6"	"2.151
1.198
1.193
1.065
2.042
1.882
0.414
-0.134
10.802
4.758
0.473
1.818"	"0
0
0
0
0
0
2
0
5
0
2
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
3.97
0
4.345
0
3.924
0
0
0
0
-0.134
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10.802
4.758
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	6386.94	170.24900000000002	0.0	12.0	2.0	0.0	0.0	7.0	Bitter	0
21	21.0	3.2680000000000002	46.983999999999995	"6
16
16
11
16
11
11
12
6
6
33"	"1.902
0.939
0.399
1.833
1.188
2.055
1.949
0.487
2.115
2.115
9.348"	"0
0
0
0
0
0
3
0
0
0
0
3
1
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
6.132
0
0
0
0
5.837
0.487
0
0
0
2.526
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.348
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	6421.32	150.218	1.0	11.0	1.0	1.0	1.0	1.0	Bitter	9
22	22.0	0.613	14.388	"6
47"	"1.694
3.527"	"0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
1.694
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.527
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	2339.02	48.1075	0.0	2.0	1.0	1.0	0.0	0.0	Bitter	2
23	23.0	3.285	52.266000000000005	"6
8
12
47
49
12
8
6
47"	"2.139
1.115
0.465
4.337
1.827
0.465
1.115
2.139
4.337"	"0
0
0
0
0
0
2
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
4.279
0
2.231
0
0
0
0.93
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.674
0
1.827
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	8275.32	182.37	0.0	9.0	3.0	2.0	0.0	4.0	Bitter	2
24	24.0	2.381	35.744	"7
10
16
11
11
11
11
11"	"3.63
1.833
1.173
2.02
1.997
1.993
1.997
2.02"	"0
0
0
0
0
0
0
1
0
0
1
5
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
0
3.63
0
0
1.833
10.028
0
0
0
0
1.173
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	5364.64	104.149	1.0	8.0	0.0	0.0	1.0	1.0	Bitter	0
25	25.0	4.459	97.38799999999999	"6
8
15
34
18
8
12
6
29
6
6
16
11
11
11
11
11
16
11
11
11
11
11"	"1.961
0.531
0.281
13.174
-0.583
0.778
0.297
2.184
2.184
2.071
2.071
1.089
2.086
2.024
2.005
2.024
2.086
1.089
2.086
2.024
2.005
2.024
2.086"	"0
0
0
0
0
0
4
0
2
0
0
10
1
0
0
1
2
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
8.288
0
1.31
0
0
20.451
0.297
0
0
0.281
2.179
0
-0.583
0
0
0
0
0
0
0
0
0
0
2.184
0
0
0
0
13.174
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	13413.0	309.445	2.0	23.0	2.0	0.0	2.0	7.0	Bitter	4
26	26.0	0.5479999999999999	36.495	"8
12
49
8
12
49
33
33"	"0.658
-0.261
1.41
0.658
-0.261
1.41
8.857
8.857"	"0
0
0
0
0
0
0
0
2
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
0
0
1.317
0
0
0
-0.522
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
17.715
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.821
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	6112.64	152.235	0.0	8.0	4.0	2.0	1.0	0.0	Bitter	7
27	27.0	1.811	40.743	"6
8
8
12
15
34
8
8
6
33"	"1.96
0.871
0.609
-0.704
-1.e-002
10.882
0.515
0.832
1.941
9.099"	"0
0
0
0
0
0
2
0
4
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	"0
0
0
0
0
0
3.901
0
2.829
0
0
0
-0.704
0
0
-1.e-002
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.099
10.882
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0"	0.0	5045.78	144.211	0.0	10.0	2.0	1.0	0.0	5.0	Bitter	0
